FARM_ID,MSRM_DT,AREA_TPRT,AREA_HMDT,AREA_WDSP,INNER_TPRT,INNER_HMDT,INNER_CBDX_CTRN,EXTN_TPRT,PLT_LNGTH,LEAF_LNGTH,LEAF_WDTH,STEM_THNS,PLANT_AR_SQM,SHPMN_QTY,SHPMN_AMT
GBE_KRMLN_002000at,2019-01-02 1:00,-2.9,62,1.1,16.3,89,908.7055950927114,-2.873664255,81.28506469726562,11.679815292358398,12.28629207611084,3.7261204719543457,19800,,
GBE_KRMLN_002000at,2019-01-02 2:00,-2.7,61,1.7,16.1,90,908.7661571,-2.773063053,82.24452972,11.649081230163574,11.938633918762207,3.754622698,19800,,
GBE_KRMLN_002000at,2019-01-02 3:00,-3.6,62,1.5,15.9,90,916.8704520558761,-3.588755216,81.22947692871094,12.602323532104492,12.14216136932373,3.715991735458374,19800,,
GBE_KRMLN_002000at,2019-01-02 4:00,-4.3,64,0.7,15.7,90,925.7650267524382,-4.263425064,81.58219909667969,12.621526718139648,12.458663940429688,3.7593436241149902,19800,,
GBE_KRMLN_002000at,2019-01-02 5:00,-4.4,64,0.5,15.5,90,929.6168751754119,-4.47940383,81.378685,12.621526718139648,12.399935722351074,3.8114047050476074,19800,,
GBE_KRMLN_002000at,2019-01-02 6:00,-5.8,74,0,15.4,90,951.0438554470906,-5.691196489,80.24153137207031,12.96184253692627,12.778359413146973,4.086341381072998,19800,,
GBE_KRMLN_002000at,2019-01-02 7:00,-5.5,73,0.1,15.2,90,952.0281240479519,-5.538469989,80.24153137207031,12.964224815368652,12.927416801452637,4.094526767730713,19800,,
GBE_KRMLN_002000at,2019-01-02 8:00,-6.1,79,0.1,15.2,92,960.4618560261509,-5.868200687,80.24153137207031,12.634761810302734,12.756206512451172,4.106451511383057,19800,,
GBE_KRMLN_002000at,2019-01-02 9:00,-3.3,72,0.2,15,100,933.7350425340285,-3.290905683,81.71247863769531,12.544233322143555,12.174278259277344,4.1191935539245605,19800,,
GBE_KRMLN_002000at,2019-01-02 10:00,-0.5,57,2,21.5,50,851.3634131274142,-0.599557649,90.69230651855469,9.988005638122559,10.083521842956543,3.9189276695251465,19800,,
GBE_KRMLN_002000at,2019-01-02 11:00,0.9,49,2.1,27.9,46,727.5541525187613,0.8432247932891028,84.48056030273438,9.948867797851562,10.351531028747559,3.958785057067871,19800,,
GBE_KRMLN_002000at,2019-01-02 12:00,1.6,43,2.7,31.4,42,659.9654951,1.5739818923029645,82.17498779296875,10.14886474609375,10.709256172180176,3.567059278488159,19800,,
GBE_KRMLN_002000at,2019-01-02 13:00,1.9,36,2.6,33.1,46,613.6702904356208,1.9784424765638196,82.39260864257812,10.406047821044922,10.714958190917969,3.478466272354126,19800,,
GBE_KRMLN_002000at,2019-01-02 14:00,3.5,32,1.9,32.1,47,618.4582065260747,3.366660488897924,91.73257446289062,10.44091797,10.449750900268555,3.591707468032837,19800,,
GBE_KRMLN_002000at,2019-01-02 15:00,3.1,26,2.1,28.6,46,673.5652735006556,3.082650134046272,85.51809692382812,10.41614055633545,10.851865768432617,3.573266029,19800,,
GBE_KRMLN_002000at,2019-01-02 16:00,2.6,27,1.8,20.6,42,822.0840327518027,2.5810528255985195,84.59191131591797,10.427118301391602,10.543661117553711,3.6368539333343506,19800,,
GBE_KRMLN_002000at,2019-01-02 17:00,1.9,31,1.7,22.6,82,744.5851521208781,1.8418365079741337,82.91199493408203,10.417357444763184,10.759889602661133,3.610718250274658,19800,,
GBE_KRMLN_002000at,2019-01-02 18:00,0.4,38,0.5,22.4,85,759.8532557760623,0.37318417775046736,82.53923797607422,10.44012737,10.784966468811035,3.505340337753296,19800,,
GBE_KRMLN_002000at,2019-01-02 19:00,-1.5,49,0.6,21.5,84,799.7864828151676,-1.43176891,81.02872467041016,10.422430992126465,10.75196361541748,3.5298755168914795,19800,,
GBE_KRMLN_002000at,2019-01-02 20:00,-2.4,57,0.4,20,86,838.5165290434169,-2.38102692,82.03772735595703,10.427459716796875,10.863119125366211,3.5697340965270996,19800,,
GBE_KRMLN_002000at,2019-01-02 21:00,-3.1,62,0.5,19.4,86,858.8705064578089,-3.092341037,79.01580047607422,10.427906036376953,10.922821998596191,3.5613491535186768,19800,,
GBE_KRMLN_002000at,2019-01-02 22:00,-3.8,65,0,18.9,87,873.2363185,-3.707603085,81.65909576416016,10.434527397155762,10.779889106750488,3.640842914581299,19800,,
GBE_KRMLN_002000at,2019-01-02 23:00,-3.1,60,0.8,18.5,87,870.4104998062055,-3.164103258,81.80545806884766,10.430623054504395,10.782027244567871,3.576582193374634,19800,,
GBE_KRMLN_002000at,2019-01-03 0:00,-3.5,59,0.4,18.1,88,876.0539936325761,-3.424530827,81.91548156738281,10.430623054504395,10.79063892364502,3.5998337268829346,19800,,
GBE_KRMLN_002000at,2019-01-03 1:00,-2.6,48,1.2,18,88,858.3810154443045,-2.738489556,82.88800048828125,10.423574447631836,10.767812728881836,3.5464861392974854,19800,,
GBE_KRMLN_002000at,2019-01-03 2:00,-3.8,56,1.6,17.7,88,879.6557679213229,-3.789264047,82.02764892578125,10.447927474975586,10.938535690307617,3.5221214294433594,19800,,
GBE_KRMLN_002000at,2019-01-03 3:00,-4.7,63,0.7,17.5,88,896.6563413927195,-4.705397534,80.04200744628906,10.476101875305176,11.115757942199707,3.5278894901275635,19800,,
GBE_KRMLN_002000at,2019-01-03 4:00,-5.8,70,0.6,17.3,88,914.3493482347524,-5.689222201,80.89701080322266,10.388009071350098,10.990867614746094,3.579011917114258,19800,,
GBE_KRMLN_002000at,2019-01-03 5:00,-5.3,71,0.8,17,89,918.0895021861104,-5.283767905,82.10015869140625,10.333608627319336,10.970906257629395,3.582747459411621,19800,,
GBE_KRMLN_002000at,2019-01-03 6:00,-4.6,69,0.8,16.7,89,917.9590068336871,-4.674744762,82.10015869140625,10.517363548278809,11.116239547729492,3.582747459411621,19800,,
GBE_KRMLN_002000at,2019-01-03 7:00,-5.1,73,0.9,16.4,89,930.8793901901198,-5.003105519,80.35001373291016,11.85511589050293,12.249116897583008,3.981736898422241,19800,,
GBE_KRMLN_002000at,2019-01-03 8:00,-4.2,70,2.1,16.3,90,923.7981933,-4.116299831,81.55995178222656,11.905523300170898,12.107585906982422,3.9790496826171875,19800,,
GBE_KRMLN_002000at,2019-01-03 9:00,-2.2,65,1.3,16.1,100,900.2666928725455,-2.179799295,81.81756591796875,11.22260856628418,11.406837463378906,4.001229286193848,19800,,
GBE_KRMLN_002000at,2019-01-03 10:00,0.1,48,1.5,21.4,53,833.8847412286548,0.010040941939761211,84.93963623046875,9.985589027404785,10.209826469421387,3.5949010848999023,19800,,
GBE_KRMLN_002000at,2019-01-03 11:00,1,33,1.9,27.6,45,710.0128974558668,1.0716927857349237,83.42288208007812,10.402970314025879,10.67829704284668,3.619724750518799,19800,,
GBE_KRMLN_002000at,2019-01-03 12:00,3.1,23,1.9,32.1,45,609.0385022,3.032453296103284,88.02331543,10.421271324157715,10.788043022155762,3.6083908081054688,19800,,
GBE_KRMLN_002000at,2019-01-03 13:00,4.2,18,1.9,33.9,48,562.4560976488195,4.146101698197033,101.3389663696289,10.414973258972168,10.41253948,3.6159801483154297,19800,,
GBE_KRMLN_002000at,2019-01-03 14:00,4.6,12,2.2,31.8,45,592.7938555960137,4.583804399926977,98.99571228027344,10.387870788574219,10.511711120605469,3.5906195640563965,19800,,
GBE_KRMLN_002000at,2019-01-03 15:00,4.9,11,1.2,29.4,43,634.8799199298336,4.818395948467133,99.89259338378906,10.316571235656738,10.46227741241455,3.9345438480377197,19800,,
GBE_KRMLN_002000at,2019-01-03 16:00,4.1,13,1.4,21.7,42,776.8518248,4.029580340923727,98.03923034667969,10.378725051879883,10.37995719909668,3.8319907188415527,19800,,
GBE_KRMLN_002000at,2019-01-03 17:00,2.4,21,0.5,19.4,93,770.1478892852668,2.3576225158815243,80.24650573730469,10.051769256591797,10.872111320495605,3.5974783897399902,19800,,
GBE_KRMLN_002000at,2019-01-03 18:00,0,32,0.3,21,86,775.6113428865124,0.15420308214458167,82.14427185058594,10.436224937438965,10.825949668884277,3.5561153888702393,19800,,
GBE_KRMLN_002000at,2019-01-03 19:00,-0.1,30,0.8,20.5,86,781.7562127542901,-0.115335193,80.76395416259766,10.436944961547852,10.879990577697754,3.5057735443115234,19800,,
GBE_KRMLN_002000at,2019-01-03 20:00,-0.5,30,1.1,20,86,791.9051588397019,-0.577194137,81.45425415039062,10.436944961547852,10.847625732421875,3.5110976696014404,19800,,
GBE_KRMLN_002000at,2019-01-03 21:00,-2.1,37,0,19.4,86,818.3405126,-2.00715492,82.36360931396484,10.42841625213623,10.826310157775879,3.5549585819244385,19800,,
GBE_KRMLN_002000at,2019-01-03 22:00,-2.2,39,0.5,19,87,827.3934955965715,-2.272733331,82.02084350585938,10.426085472106934,10.823920249938965,3.5692262649536133,19800,,
GBE_KRMLN_002000at,2019-01-03 23:00,-3.5,46,0.7,18.5,87,851.0373834157241,-3.45047002,81.97595215,10.429216384887695,10.82399845123291,3.545278787612915,19800,,
GBE_KRMLN_002000at,2019-01-04 0:00,-4,47,0,18.2,87,859.5096275296381,-4.007044709,81.84998321533203,10.423574447631836,10.84136677,3.5734026432037354,19800,,
GBE_KRMLN_002000at,2019-01-04 1:00,-4.7,50,0,17.8,87,873.3925470446953,-4.651968027,82.73328399658203,10.439228057861328,10.811625480651855,3.6081955432891846,19800,,
GBE_KRMLN_002000at,2019-01-04 2:00,-4.7,49,0,17.5,88,875.8983582609652,-4.694516045,81.30937194824219,10.469053268432617,10.912481307983398,3.5643980503082275,19800,,
GBE_KRMLN_002000at,2019-01-04 3:00,-4.6,51,0,17.1,88,885.5288312126372,-4.668289064,80.90965270996094,10.580083847045898,10.932016372680664,3.5643980503082275,19800,,
GBE_KRMLN_002000at,2019-01-04 4:00,-5.5,58,0.2,16.8,88,904.2822205528614,-5.498484223,82.05014801,10.694533348083496,11.129488945007324,3.545241355895996,19800,,
GBE_KRMLN_002000at,2019-01-04 5:00,-6.4,60,0,16.6,89,912.5993053106863,-6.309669825,81.13377380371094,10.975503921508789,11.378121376037598,3.58348012,19800,,
GBE_KRMLN_002000at,2019-01-04 6:00,-5.9,61,0,16.3,89,917.6093825714181,-5.9880128,81.13840485,11.675289154052734,12.13717269897461,3.747807741165161,19800,,
GBE_KRMLN_002000at,2019-01-04 7:00,-6.8,68,0.5,16.1,89,934.6099560428147,-6.770135893,81.34760284423828,11.902008056640625,12.399742126464844,4.004813194274902,19800,,
GBE_KRMLN_002000at,2019-01-04 8:00,-7.4,69,0,16,91,937.3829384856435,-7.17772929,81.21472168,12.87742805480957,12.570574760437012,4.008587837219238,19800,,
GBE_KRMLN_002000at,2019-01-04 9:00,-4.8,56,0.4,16,100,897.6767248320905,-4.797796448,81.66399383544922,12.239402770996094,11.786967277526855,3.835266590118408,19800,,
GBE_KRMLN_002000at,2019-01-04 10:00,-2.4,48,0.7,21.4,54,841.2702350522361,-2.390228563,79.99952697753906,10.391378402709961,10.971060752868652,3.444467544555664,19800,,
GBE_KRMLN_002000at,2019-01-04 11:00,0.1,37,0.5,27.2,56,712.1018070192873,0.13988419989938056,82.33058166503906,10.434008598327637,10.822627067565918,3.583723783493042,19800,,
GBE_KRMLN_002000at,2019-01-04 12:00,3.3,24,0.6,24.6,55,728.5907389370857,3.170189965764279,87.89968109,10.449538230895996,10.828283309936523,3.788402795791626,19800,,
GBE_KRMLN_002000at,2019-01-04 13:00,4.6,20,0.6,23.3,63,730.7862895243603,4.572530998594049,97.62559509277344,10.429280281066895,10.558746337890625,3.706716537475586,19800,,
GBE_KRMLN_002000at,2019-01-04 14:00,5.7,11,2.3,28.6,57,628.3537870666756,5.630379667610273,101.66743469238281,10.282072067260742,10.01270866394043,3.989193916320801,19800,,
GBE_KRMLN_002000at,2019-01-04 15:00,5.9,24,2.2,27,58,673.7117543388242,5.815110580360853,94.42685699,10.290522575378418,10.118617057800293,4.122705936431885,19800,,
GBE_KRMLN_002000at,2019-01-04 16:00,4.9,32,2.7,21.4,49,798.6226242774428,4.9352321029821535,90.45297241210938,10.312538146972656,10.171073913574219,4.1934590339660645,19800,,
GBE_KRMLN_002000at,2019-01-04 17:00,4.5,38,1.2,18.9,96,793.0377706838747,4.497204068547282,108.2491455078125,10.108046531677246,10.635491371154785,4.050785541534424,19800,,
GBE_KRMLN_002000at,2019-01-04 18:00,4,45,1,20.3,92,785.6881167502497,4.024111889589156,91.22805786132812,10.045339584350586,10.170136451721191,3.9578120708465576,19800,,
GBE_KRMLN_002000at,2019-01-04 19:00,3.9,48,0.8,20,91,797.0108436,3.8534100930779047,91.03060913085938,10.407308578491211,10.31640338897705,4.122084140777588,19800,,
GBE_KRMLN_002000at,2019-01-04 20:00,3.2,54,0.7,19.6,90,816.6118256608939,3.098418139,89.72642517089844,10.392937660217285,10.231844902038574,4.138160228729248,19800,,
GBE_KRMLN_002000at,2019-01-04 21:00,1,64,0.2,19.1,90,847.8198028904293,1.0694746865359874,82.78622436523438,10.432355880737305,10.730033874511719,3.603177309036255,19800,,
GBE_KRMLN_002000at,2019-01-04 22:00,-0.1,72,0,18.8,90,868.7483386821295,-0.088177573,87.13753509521484,10.191112518310547,10.41894817352295,3.683304786682129,19800,,
GBE_KRMLN_002000at,2019-01-04 23:00,-1.2,74,0.1,18.3,90,884.2862277264478,-1.097563223,88.18547058105469,10.377252578735352,10.520859718322754,3.679260015487671,19800,,
GBE_KRMLN_002000at,2019-01-05 0:00,-0.8,78,0.6,18,91,892.8207376056429,-0.822275761,85.74202728271484,10.36794662475586,10.70203685760498,3.6170732975006104,19800,,
GBE_KRMLN_002000at,2019-01-05 1:00,-0.8,77,0,17.8,91,894.8436562624588,-0.826351551,86.87014770507812,10.421501159667969,10.649856567382812,3.699561357498169,19800,,
GBE_KRMLN_002000at,2019-01-05 2:00,-1.2,82,0,17.5,91,908.9005360144129,-1.16090561,84.11351013183594,10.420723915100098,10.64880657196045,3.620138645172119,19800,,
GBE_KRMLN_002000at,2019-01-05 3:00,-1,85,0,17.4,93,911.8692111363753,-1.005171775,93.21136474609375,10.299821853637695,10.393919944763184,3.8863871097564697,19800,,
GBE_KRMLN_002000at,2019-01-05 4:00,-0.9,87,0.3,17.2,93,917.9940523503917,-0.914297855,93.67189025878906,10.30237865447998,10.380759239196777,3.9175477027893066,19800,,
GBE_KRMLN_002000at,2019-01-05 5:00,-1,86,0.1,17.1,94,917.3404485143242,-1.002735214,93.21136474609375,10.299821853637695,10.04476261138916,3.8945720195770264,19800,,
GBE_KRMLN_002000at,2019-01-05 6:00,-1.3,91,0.2,17,92,930.0853264620523,-1.125475246,82.91487884521484,10.413688659667969,10.776843070983887,3.581991434,19800,,
GBE_KRMLN_002000at,2019-01-05 7:00,1.1,81,1.3,16.7,91,913.4773661218767,0.9405226394588554,107.42345428466797,11.612788200378418,11.427762985229492,4.153460979,19800,,
GBE_KRMLN_002000at,2019-01-05 8:00,1,78,1.1,16.4,93,912.0940445524116,1.0064939462903828,189.7957000732422,12.612275123596191,12.697854995727539,4.552382469177246,19800,,
GBE_KRMLN_002000at,2019-01-05 9:00,1,80,1,16.4,100,906.1700075484736,1.1539066886874385,191.66061401367188,12.725994110107422,12.278732299804688,4.690344333648682,19800,,
GBE_KRMLN_002000at,2019-01-05 10:00,3.3,60,1.4,20.1,65,848.1458908508215,3.2314834807016988,106.61661529541016,10.090232849121094,9.586081504821777,4.432309627532959,19800,,
GBE_KRMLN_002000at,2019-01-05 11:00,4.5,40,1.8,25.3,58,732.0800669967846,4.449785581782546,102.18177795410156,10.403902053833008,10.123645782470703,3.9919543266296387,19800,,
GBE_KRMLN_002000at,2019-01-05 12:00,5.1,36,1.9,29.2,64,648.0925558,5.038342051647801,102.8447494506836,10.336474418640137,10.335631370544434,3.965838670730591,19800,,
GBE_KRMLN_002000at,2019-01-05 13:00,4.8,28,1.8,32.9,59,578.7649306304711,4.853638071967155,100.95225524902344,10.403902053833008,10.391121864318848,3.609761953353882,19800,,
GBE_KRMLN_002000at,2019-01-05 14:00,5.4,22,1.9,30.2,50,626.5466902762388,5.341616216011739,103.96430206298828,10.344361305236816,10.192591667175293,4.000186920166016,19800,,
GBE_KRMLN_002000at,2019-01-05 15:00,5.1,18,2.4,27.1,53,672.18201,5.097395636948095,83.90675354003906,10.354321479797363,10.722452163696289,4.090001106262207,19800,,
GBE_KRMLN_002000at,2019-01-05 16:00,4.9,17,2,19.7,49,806.1797978349207,4.8205133979019745,105.24716186523438,10.323054313659668,10.26972770690918,4.1172871589660645,19800,,
GBE_KRMLN_002000at,2019-01-05 17:00,3.6,17,1.4,20.1,90,751.6024955844173,3.5467792149652677,87.91359711,10.420096397399902,10.684403419494629,3.794949769973755,19800,,
GBE_KRMLN_002000at,2019-01-05 18:00,1.5,24,1.1,20.5,89,763.5106973760396,1.6055961586721605,81.53227996826172,10.410000801086426,10.881999969482422,3.5354042053222656,19800,,
GBE_KRMLN_002000at,2019-01-05 19:00,1.1,23,2.2,20.1,88,771.6940378211577,0.9887084334325458,81.39049530029297,10.435457229614258,10.884965896606445,3.5391829013824463,19800,,
GBE_KRMLN_002000at,2019-01-05 20:00,-1.1,32,0.9,19.4,88,804.9249337075091,-1.023901483,82.06562042236328,10.43532657623291,10.769145011901855,3.519195556640625,19800,,
GBE_KRMLN_002000at,2019-01-05 21:00,-2.1,38,0.7,18.9,88,826.0474583898675,-2.082149881,82.13697814941406,10.426085472106934,10.824277877807617,3.539487123,19800,,
GBE_KRMLN_002000at,2019-01-05 22:00,-2.9,37,0.3,18.5,88,834.3457422668846,-2.916537581,82.11617279052734,10.429216384887695,10.815547943115234,3.560119867324829,19800,,
GBE_KRMLN_002000at,2019-01-05 23:00,-4,45,0.8,18,89,857.5099864868666,-3.958325266,83.31132507324219,10.425466537475586,10.77265739440918,3.548830270767212,19800,,
GBE_KRMLN_002000at,2019-01-06 0:00,-4.5,48,0.4,17.7,89,868.9476567624597,-4.477464625,81.07846832,10.451099395751953,10.948868751525879,3.5394036769866943,19800,,
GBE_KRMLN_002000at,2019-01-06 1:00,-4.7,49,0,17.5,90,873.3585116422174,-4.713984876,81.35945892333984,10.469053268432617,10.912481307983398,3.5643980503082275,19800,,
GBE_KRMLN_002000at,2019-01-06 2:00,-5.2,53,0.1,17.2,90,886.2788949986501,-5.125891292,80.90965270996094,10.57551383972168,10.901638984680176,3.5681796073913574,19800,,
GBE_KRMLN_002000at,2019-01-06 3:00,-4.6,52,0.1,17.1,91,883.2017744,-4.608390645,80.78561401367188,10.580083847045898,10.926924705505371,3.558316230773926,19800,,
GBE_KRMLN_002000at,2019-01-06 4:00,-4.1,48,0.3,16.9,90,880.3153936624351,-4.196118189,82.01673889160156,10.536149978637695,11.062640190124512,3.5184762477874756,19800,,
GBE_KRMLN_002000at,2019-01-06 5:00,-5,54,0,16.6,91,896.3161466,-4.989276597,81.41987609863281,10.88598633,11.355245590209961,3.585404872894287,19800,,
GBE_KRMLN_002000at,2019-01-06 6:00,-5.7,60,0.2,16.5,92,908.1188344541649,-5.64795139,81.05928039550781,10.50960922241211,11.204818725585938,3.5684802532196045,19800,,
GBE_KRMLN_002000at,2019-01-06 7:00,-5.7,58,0,16.3,93,907.3891167207673,-5.653877705,81.08290863,11.290176391601562,11.968640327453613,3.741450309753418,19800,,
GBE_KRMLN_002000at,2019-01-06 8:00,-5.1,57,0.1,16.3,94,902.5591802186445,-5.081378247,81.08290863,11.290176391601562,11.741361618041992,3.7456130981445312,19800,,
GBE_KRMLN_002000at,2019-01-06 9:00,-4.3,59,0.1,16.3,100,895.1353330415349,-4.275340937,81.94886779785156,11.290176391601562,11.870878219604492,3.806952953338623,19800,,
GBE_KRMLN_002000at,2019-01-06 10:00,-3.3,50,0.3,17.7,66,896.9667188159196,-3.160051075,85.02728271484375,10.424578666687012,10.651507377624512,3.7552855014801025,19800,,
GBE_KRMLN_002000at,2019-01-06 11:00,-0.2,34,0.4,24.8,59,746.9501287564678,-0.289643321,81.33115387,10.433293342590332,10.816141128540039,3.5881412029266357,19800,,
GBE_KRMLN_002000at,2019-01-06 12:00,1.4,30,0.4,29.4,53,662.4698193581843,1.4565357331032276,81.58550262451172,10.434008598327637,10.849507331848145,3.443723201751709,19800,,
GBE_KRMLN_002000at,2019-01-06 13:00,4,16,0.6,32,63,574.4377567,3.911736861305937,89.24143219,10.456414222717285,10.713118553161621,3.5039753913879395,19800,,
GBE_KRMLN_002000at,2019-01-06 14:00,5.3,14,1.1,31.6,62,575.2527004387649,5.260018344,100.2035903930664,10.381563186645508,10.379144668579102,3.5232856273651123,19800,,
GBE_KRMLN_002000at,2019-01-06 15:00,6.2,11,0.9,27.7,58,641.1281231501606,6.106884620502043,104.05607604980469,10.335295677185059,10.209943771362305,3.8676304817199707,19800,,
GBE_KRMLN_002000at,2019-01-06 16:00,5.9,10,1.5,21.9,45,758.8563835391462,5.785978660619523,100.65565490722656,10.298137664794922,9.850958824157715,4.331277847290039,19800,,
GBE_KRMLN_002000at,2019-01-06 17:00,4,16,0.8,18.2,100,769.3391841762935,4.035116068973256,97.27725219726562,10.048470497131348,10.955169677734375,3.948007345199585,19800,,
GBE_KRMLN_002000at,2019-01-06 18:00,2.7,18,1.8,20.4,90,750.9427112266375,2.724648722485609,85.44764709472656,10.402165412902832,10.778543472290039,3.8907368183135986,19800,,
GBE_KRMLN_002000at,2019-01-06 19:00,1.7,24,2.2,20,89,771.5823433,1.7233042504906566,81.50357055664062,10.409482,10.891119003295898,3.530731678009033,19800,,
GBE_KRMLN_002000at,2019-01-06 20:00,1.1,28,1.7,19.6,90,785.3318359507468,1.0142214526565285,82.71273803710938,10.433717727661133,10.745718002319336,3.5681777000427246,19800,,
GBE_KRMLN_002000at,2019-01-06 21:00,-0.8,40,0.8,19.3,89,816.2308808577251,-0.770621403,82.16670989990234,10.427898406982422,10.721528053283691,3.5479116439819336,19800,,
GBE_KRMLN_002000at,2019-01-06 22:00,-2.3,46,0.2,18.7,89,840.8373048355023,-2.187023404,82.04256439208984,10.429216384887695,10.83256721496582,3.566929817199707,19800,,
GBE_KRMLN_002000at,2019-01-06 23:00,-2.1,48,0.8,18.3,89,850.1215611018562,-2.186571038,81.85582733154297,10.426682472229004,10.815807342529297,3.548743486404419,19800,,
GBE_KRMLN_002000at,2019-01-07 0:00,-3.3,54,0.2,17.9,89,870.1837032860233,-3.271817456,82.91380310058594,10.440194129943848,10.759440422058105,3.5990188121795654,19800,,
GBE_KRMLN_002000at,2019-01-07 1:00,-4,56,0,17.6,90,879.5611705420393,-4.003622874,81.30937194824219,10.470019340515137,10.991159439086914,3.557474136352539,19800,,
